256071.146,0,
-13.77216348,57.62544665,3510.364589
-31.56624274,32.26667008,2037.565679
-118.7116818,-58.94141858,17566.55422
-64.53137054,68.70382816,8884.513788
66.40478914,74.95644499,10028.06467
-30.00663876,44.68286541,2896.956831
-45.19997384,16.92495728,2329.491814
81.14211478,13.29816006,6760.883852
63.14277707,-62.90114516,7943.564359
13.27327473,15.4873468,416.037733
71.20626823,-104.8132725,16056.15473
-43.04211813,-71.89124416,7020.97492
-0.47202574,-44.84017544,2010.864142
75.88454648,-30.86832102,6711.317637
10.12286701,-13.55357183,286.1717459
13.02365811,-42.89536944,2009.62839
-8.093292477,-30.72087755,1009.273701
-40.19538568,-62.54272995,5527.2621
21.45219957,-43.65091476,2365.599226
23.61318474,-39.33981442,2105.203492
14.93857799,-53.6432507,3100.759458
-21.75915883,-49.97783226,2971.24471
-60.51175343,-20.04159889,4063.337989
-12.79746364,-22.47797639,669.0344982
14.47872808,-62.59546998,4127.826429
10.74588844,-65.28990121,4378.245318
11.4306384,64.64407665,4309.51614
-4.781382353,0.137156807,22.8804292
-28.13550458,-10.73141126,906.7698056
-90.32842117,-43.36792932,10040.00096
43.42930084,-21.80013469,2361.350044
-18.49695647,-16.54829218,615.9833727
48.45339791,-12.5108785,2504.25385
-34.22413366,6.718127085,1216.424556
-0.540080337,21.32385666,454.9985496
-1.667344675,48.43717083,2348.939556
-12.90154467,-41.97595354,1928.43053
9.548127608,32.73190076,1162.544068
19.8970025,-62.90627097,4353.089636
8.457024223,56.72761684,3289.543771
30.91013076,6.87310916,1002.675813
11.22481745,1.587985874,128.5182259
-14.76231811,-33.71267804,1354.470697
2.97532,5.334215219,37.30638111
28.49733443,18.51342412,1154.844942
10.33349724,-12.90376566,273.2883334
-0.294067015,29.06344136,844.7700991
9.947050825,-7.969577338,162.4579831
13.48171466,-6.871007185,228.9673699
34.15822121,-37.2509478,2554.417188
-18.57883273,-14.60114614,558.3664942
23.92096196,22.7235428,1088.571818
15.15225248,-33.41832663,1346.37531
-14.57016772,-16.10675652,471.717393
14.58303255,-36.33674811,1533.024102
10.70614631,8.584157133,188.3093225
-8.715082012,-12.79336295,239.62279
26.30511552,12.1485075,839.545337
-3.047513311,-28.83726745,840.8753314
-17.27326021,-24.44905568,896.1218419
-7.996512126,-10.67159466,177.8271388
-1.705564363,6.92532239,50.86904
-18.41120931,-72.33907988,5571.915106
24.48571669,3.391915204,611.0554106
-58.6100594,-33.34485824,4547.018634
69.82315253,-47.49319563,7130.87626
-77.4219686,-75.83978618,11745.83439
24.94056257,-72.02591323,5809.763838
9.258596661,80.9842865,6644.176272
220.3543686,-14.83747197,48776.19834
34.07254204,-136.3983323,19765.44318
187.5385118,39.80307003,36754.97779
-292.4928809,166.5060375,113276.3459
-74.94985602,-8.594608283,5691.348209
11.75262549,-67.02400122,4630.340945
-36.83769069,21.3400852,1812.414692
101.2286486,31.32352307,11228.40239
-59.711233,123.3813293,18788.38377
23.01258759,8.80056903,607.0292028
-70.75912141,14.98947726,5231.537691
53.12554812,62.74507276,6759.268019
17.81547703,-47.89843804,2611.651588
-68.03945304,45.70098223,6717.946947
80.78362423,9.280292554,6612.117774
-34.90086271,-32.34477328,2264.254576
-16.7498655,49.87822152,2768.394976
69.18706178,32.51139317,5843.840204
-52.70742144,-62.28852389,6657.932483
-0.645459539,44.62768398,1992.046795
5.651128884,1.259302607,33.52110072
4.493377576,-11.97858949,163.6770482
30.9923939,15.79198886,1209.915392
-32.6301463,-8.852256175,1143.088887
39.54763727,6.730146379,1609.310484
-50.11898471,-18.0014747,2835.96572
-1.95001789,28.62636091,823.2711087
17.31440875,-3.638161262,313.0249677
