249.8447759,0
250.1342724,0
250.3479324,0
250.511482,0
249.99128,0
248.3707386,0
247.7557607,0
247.9075521,0
248.3292298,0
248.5099826,0
248.6203835,0
248.6758996,0
248.8398438,0
249.0821102,0
249.448982,0
249.795494,0
250.0730745,0
250.2896938,0
250.025726,0
248.4519807,0
247.52253,0
247.7110164,0
248.4541509,0
249.5048927,0
249.5870028,0
249.7283775,0
249.8428425,0
250.0702336,0
250.3404356,0
250.6085464,0
250.9594776,0
251.0626973,0
250.9298848,0
249.5501105,0
248.8557055,0
248.9004498,0
249.0109296,0
249.1422822,0
249.5695234,0
249.6731771,0
249.9229403,0
250.1276831,0
250.5209912,0
250.7833412,0
251.1235795,0
251.2513021,0
251.3774858,0
250.3466304,0
249.0903961,0
249.0001973,0
249.1032197,0
249.2916667,0
249.6555792,0
249.8382655,0
249.905303,0
250.1622869,0
250.4890704,0
250.8660038,0
251.0924479,0
251.3563368,0
251.5144413,0
251.4167061,0
250.0645912,0
249.0772964,0
249.1197128,0
249.3351089,0
249.4804293,0
249.7767519,0
249.9665799,0
250.0253709,0
250.2478299,0
250.5875552,0
250.9298059,0
251.1285906,0
251.4869003,0
251.7241951,0
251.8160906,0
250.7470802,0
249.523398,0
249.4034091,0
249.6156487,0
249.7895754,0
250.0290799,0
250.1263021,0
250.143821,0
250.2769097,0
250.6653646,0
250.8961884,0
251.2055713,0
251.4685922,0
251.7267598,0
251.7340988,0
250.9370265,0
249.4502446,0
249.2243529,0
249.355232,0
249.5629735,0
249.7228535,0
249.8654119,0
249.8516809,0
249.8852194,0
250.0314473,0
250.4274384,0
250.6307607,0
250.8667535,0
251.1110322,0
250.8930713,0
249.4592408,0
248.6249605,0
248.7032039,0
248.927833,0
249.0745344,0
249.4915956,0
249.7042298,0
249.9015546,0
250.1532118,0
250.5042614,0
250.8559817,0
251.1882891,0
251.4178109,0
251.6302478,0
251.3664773,0
249.8567708,0
248.9782986,0
249.0783617,0
249.3680161,0
249.5768229,0
249.9087358,0
250.0716935,0
250.2008759,0
250.443458,0
250.8137626,0
251.1411379,0
251.3894018,0
251.5286458,0
251.5888179,0
250.3158144,0
246.6078756,0
245.8586648,0
247.5056424,0
249.8187342,0
